User ID,Username,Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Location,Created At,Hashtags
89928,usr_40465,Buy cheap followers now! Link in bio.,321,56,135,0,1,Unknown,2021-10-29,#crypto
88561,usr_35150,RT to win!! #giveaway #free #win,174,25,31,0,1,Unknown,2023-12-11,
37659,usr_50788,RT to win!! #giveaway #free #win,141,18,329,0,1,Worldwide,2020-08-26,#crypto
32216,usr_59664,Just finished reading an amazing book.,79,51,1241,0,0,Mumbai,2013-08-25,#mondaymotivation
15720,usr_65535,Buy cheap followers now! Link in bio.,62,161,182,0,1,Earth,2020-06-01,
81121,usr_84757,RT to win!! #giveaway #free #win,87,45,28,0,1,Earth,2020-02-05,#crypto
27647,usr_30128,Making chai at midnight is peak productivity.,41,32,793,0,0,New York,2011-01-30,#photography
15817,usr_10665,Check this out #viral #trending,190,26,32,0,1,,2019-06-14,#crypto
46899,usr_71029,Just finished reading an amazing book.,18,21,474,0,0,London,2018-01-28,#photography
87924,usr_54453,Follow me for follow back! #followback #follow,36,159,89,0,1,Worldwide,2023-05-15,#viral #trending
62858,usr_71192,Traffic is terrible today.,161,43,222,0,0,New York,2020-07-14,#cricket
44795,usr_68303,Check this out #viral #trending,173,93,106,0,1,Earth,2023-09-13,#viral #trending
86271,usr_92040,RT to win!! #giveaway #free #win,153,1,258,0,1,,2021-01-16,#crypto
54942,usr_65590,Buy cheap followers now! Link in bio.,197,79,251,0,1,Unknown,2023-04-25,#giveaway #win
42841,usr_76721,Traffic is terrible today.,19,75,1468,0,0,USA,2018-09-06,#tech
50980,usr_25279,Making chai at midnight is peak productivity.,66,32,615,0,0,New York,2014-08-30,
92691,usr_67079,Buy cheap followers now! Link in bio.,149,1,308,0,1,Earth,2024-11-10,#giveaway #win
35272,usr_71636,Just finished reading an amazing book.,73,17,294,0,0,Bangalore,2012-08-25,#cricket
75673,usr_33070,Making chai at midnight is peak productivity.,84,9,504,0,0,Bangalore,2016-06-15,#tech
98761,usr_86139,Can't believe what happened in today's match!,1,40,469,0,0,USA,2019-01-25,#photography
76680,usr_42092,Making chai at midnight is peak productivity.,158,96,1225,1,0,India,2019-01-17,#mondaymotivation
27790,usr_38316,RT to win!! #giveaway #free #win,243,94,194,0,1,Worldwide,2019-04-09,#giveaway #win
80305,usr_61960,Just finished reading an amazing book.,1,31,1063,0,0,Tokyo,2017-03-26,#photography
97486,usr_28446,Had a great day at the park today,81,25,839,0,0,USA,2013-11-20,#photography
46463,usr_37886,Follow me for follow back! #followback #follow,182,32,260,0,1,,2021-12-03,
40512,usr_40079,Check this out #viral #trending,218,41,286,0,1,Unknown,2023-04-11,#giveaway #win
82140,usr_49748,Follow me for follow back! #followback #follow,73,46,42,0,1,Unknown,2019-04-25,#viral #trending
79951,usr_55387,Can't believe what happened in today's match!,72,38,3,0,0,Tokyo,2011-02-20,
68925,usr_38621,Making chai at midnight is peak productivity.,22,27,420,0,0,Bangalore,2016-08-19,#food
73318,usr_90809,Had a great day at the park today,80,22,963,0,0,Mumbai,2013-07-13,#tech
11382,usr_15543,Traffic is terrible today.,79,37,415,0,0,USA,2010-06-05,#photography
95660,usr_83585,Making chai at midnight is peak productivity.,66,36,826,0,0,Bangalore,2015-04-24,
31860,usr_58623,Had a great day at the park today,63,2,404,0,0,Bangalore,2018-03-13,#photography
90127,usr_47464,Can't believe what happened in today's match!,101,54,784,0,0,London,2017-10-11,#food
45601,usr_68959,Check this out #viral #trending,284,43,103,0,1,Worldwide,2020-06-05,#crypto
70401,usr_63382,Had a great day at the park today,76,57,1,0,0,Bangalore,2019-02-21,#tech
91691,usr_25997,Check this out #viral #trending,182,115,142,0,1,Worldwide,2019-04-05,
53544,usr_37601,Making chai at midnight is peak productivity.,78,29,1203,0,0,USA,2014-01-03,#mondaymotivation
73483,usr_60444,Check this out #viral #trending,195,1,180,0,1,Worldwide,2020-08-09,
36071,usr_70776,RT to win!! #giveaway #free #win,123,163,94,0,1,,2022-09-14,#followback #f4f
35856,usr_19666,Buy cheap followers now! Link in bio.,54,113,27,0,1,Earth,2024-01-13,#crypto
48671,usr_82746,Can't believe what happened in today's match!,1,3,181,0,0,New York,2019-11-17,#mondaymotivation
14138,usr_75198,Check this out #viral #trending,26,86,142,0,1,Unknown,2023-08-17,#viral #trending
58717,usr_72047,Had a great day at the park today,80,18,1,0,0,Tokyo,2011-02-14,#photography
57235,usr_63272,Just finished reading an amazing book.,117,4,741,0,0,London,2015-10-19,#photography
64000,usr_33480,Can't believe what happened in today's match!,111,6,1567,0,0,USA,2019-05-08,#food
95181,usr_46264,Buy cheap followers now! Link in bio.,108,69,77,0,1,Earth,2020-07-04,#giveaway #win
15936,usr_33230,Had a great day at the park today,125,22,816,0,0,New York,2010-02-28,#tech
65725,usr_87113,Can't believe what happened in today's match!,87,21,19,0,0,India,2019-05-10,#cricket
42096,usr_94513,Buy cheap followers now! Link in bio.,148,150,373,0,1,Earth,2023-05-04,#crypto
20208,usr_72774,Just finished reading an amazing book.,28,38,1312,0,0,London,2020-02-01,#photography
88636,usr_61303,Had a great day at the park today,1,3,509,0,0,Tokyo,2015-10-12,
24573,usr_52601,Buy cheap followers now! Link in bio.,92,51,183,0,1,Worldwide,2020-11-12,
80010,usr_93924,Follow me for follow back! #followback #follow,157,109,38,0,1,Unknown,2019-02-13,#viral #trending
40007,usr_39716,RT to win!! #giveaway #free #win,118,107,228,0,1,,2023-04-16,#followback #f4f
44760,usr_30958,Check this out #viral #trending,174,42,113,0,1,Unknown,2019-06-29,#viral #trending
67963,usr_32954,Follow me for follow back! #followback #follow,6,73,161,0,1,Worldwide,2021-01-05,
78903,usr_76578,Check this out #viral #trending,164,30,130,0,1,Unknown,2020-08-13,
18993,usr_40781,Follow me for follow back! #followback #follow,220,76,54,0,1,Earth,2019-07-06,#followback #f4f
52154,usr_75332,Making chai at midnight is peak productivity.,1,27,653,0,0,USA,2012-03-05,
35318,usr_74219,Had a great day at the park today,110,29,593,0,0,USA,2016-01-27,#tech
84425,usr_33827,Making chai at midnight is peak productivity.,99,53,969,0,0,Mumbai,2014-01-17,#food
80465,usr_94681,Traffic is terrible today.,38,25,1007,0,0,India,2010-05-04,
48722,usr_20944,Had a great day at the park today,1,1,1106,0,0,Mumbai,2018-03-13,#photography
29613,usr_46178,Had a great day at the park today,9,41,1012,0,0,Mumbai,2012-05-09,#food
97562,usr_60146,Check this out #viral #trending,157,99,144,0,1,Unknown,2019-07-01,#viral #trending
82710,usr_66112,Just finished reading an amazing book.,46,38,1,0,0,Mumbai,2011-07-12,#cricket
18330,usr_59185,Follow me for follow back! #followback #follow,283,72,71,0,1,Earth,2024-01-21,#viral #trending
54725,usr_90837,Buy cheap followers now! Link in bio.,203,156,133,0,1,Unknown,2022-05-24,#followback #f4f
56105,usr_96613,Follow me for follow back! #followback #follow,127,107,16,0,1,Unknown,2022-01-02,
77147,usr_18691,Making chai at midnight is peak productivity.,1,51,268,0,0,Delhi,2013-08-05,
56392,usr_99091,Making chai at midnight is peak productivity.,1,71,1363,0,0,London,2016-04-09,#food
31910,usr_67933,Traffic is terrible today.,106,35,1129,0,0,London,2018-11-11,#photography
35313,usr_58487,RT to win!! #giveaway #free #win,1,85,103,0,1,Worldwide,2023-12-02,#viral #trending
10425,usr_31400,Follow me for follow back! #followback #follow,180,128,217,0,1,Unknown,2023-03-30,#viral #trending
26199,usr_64256,Follow me for follow back! #followback #follow,68,99,75,0,1,Earth,2020-07-20,#viral #trending
60488,usr_32273,Check this out #viral #trending,126,75,142,0,1,Worldwide,2019-12-21,#crypto
23935,usr_32953,Just finished reading an amazing book.,25,37,1056,0,0,London,2012-12-01,#cricket
72324,usr_32494,Had a great day at the park today,82,28,1037,0,0,USA,2013-10-25,#tech
57242,usr_37854,Traffic is terrible today.,19,78,419,0,0,Tokyo,2012-11-10,#mondaymotivation
81200,usr_87616,Buy cheap followers now! Link in bio.,82,50,1,0,1,Unknown,2022-08-25,
94939,usr_61000,RT to win!! #giveaway #free #win,200,107,48,0,1,,2020-01-09,#viral #trending
65028,usr_75956,Check this out #viral #trending,99,18,216,0,1,Earth,2024-11-20,#crypto
43550,usr_54146,Check this out #viral #trending,124,151,97,0,1,Earth,2020-03-17,#followback #f4f
27009,usr_67392,Follow me for follow back! #followback #follow,212,1,58,0,1,Unknown,2019-09-22,#viral #trending
32099,usr_36902,Can't believe what happened in today's match!,32,47,1043,0,0,,2012-04-17,#food
39219,usr_99664,Check this out #viral #trending,44,68,1,0,1,Worldwide,2022-08-10,#viral #trending
22704,usr_37770,RT to win!! #giveaway #free #win,202,75,304,0,1,Earth,2024-06-01,
41439,usr_54767,Check this out #viral #trending,350,79,97,0,1,Unknown,2024-03-29,
58629,usr_40352,RT to win!! #giveaway #free #win,135,68,148,0,1,Worldwide,2020-07-30,#viral #trending
92616,usr_88576,Traffic is terrible today.,27,71,283,0,0,Bangalore,2011-06-01,
64935,usr_99505,Check this out #viral #trending,123,12,194,0,1,Worldwide,2021-05-05,
32838,usr_96410,Check this out #viral #trending,236,90,139,0,1,Earth,2019-12-06,#viral #trending
54548,usr_37665,Check this out #viral #trending,108,92,113,0,1,,2023-03-19,
15083,usr_44023,Traffic is terrible today.,118,10,976,0,0,India,2010-03-23,
61990,usr_27208,RT to win!! #giveaway #free #win,302,161,341,0,1,,2023-02-14,
15938,usr_78616,Follow me for follow back! #followback #follow,251,88,97,0,1,Earth,2021-10-13,#crypto
61213,usr_21749,Traffic is terrible today.,65,15,80,0,0,,2020-05-08,#tech
74752,usr_77970,Check this out #viral #trending,269,124,95,0,1,Unknown,2023-05-05,#giveaway #win
90199,usr_15518,Follow me for follow back! #followback #follow,239,76,128,0,1,,2020-02-08,
84847,usr_55653,Follow me for follow back! #followback #follow,169,158,110,0,1,Earth,2022-11-12,
53416,usr_62059,Check this out #viral #trending,40,74,225,0,1,Worldwide,2019-01-31,
94109,usr_97551,Buy cheap followers now! Link in bio.,233,1,83,0,1,Worldwide,2022-08-19,#giveaway #win
89806,usr_12596,Follow me for follow back! #followback #follow,124,90,87,0,1,Unknown,2023-10-17,#followback #f4f
52255,usr_74334,Can't believe what happened in today's match!,41,20,677,0,0,India,2015-09-25,#photography
89507,usr_94115,Buy cheap followers now! Link in bio.,206,110,1,0,1,Unknown,2024-06-29,
95755,usr_31289,Follow me for follow back! #followback #follow,94,69,265,0,1,Earth,2023-08-16,
35679,usr_53618,Just finished reading an amazing book.,30,33,1389,0,0,USA,2016-11-09,#tech
19564,usr_31013,Check this out #viral #trending,44,58,207,0,1,,2023-11-04,#giveaway #win
16366,usr_45036,Can't believe what happened in today's match!,99,13,911,0,0,Bangalore,2012-04-05,#cricket
15992,usr_53457,Making chai at midnight is peak productivity.,132,23,294,0,0,India,2016-11-03,#tech
94803,usr_43321,Traffic is terrible today.,98,51,829,0,0,,2014-11-25,#mondaymotivation
16626,usr_66523,Traffic is terrible today.,101,30,1133,0,0,India,2016-10-23,#cricket
36188,usr_59227,Had a great day at the park today,1,27,524,0,0,Mumbai,2019-06-03,#photography
72722,usr_50138,RT to win!! #giveaway #free #win,145,90,1,0,1,Earth,2022-07-15,#crypto
53713,usr_81576,Check this out #viral #trending,211,1,242,0,1,Worldwide,2023-03-27,#viral #trending
83659,usr_26469,Traffic is terrible today.,53,53,216,0,0,India,2013-06-13,#mondaymotivation
82628,usr_68468,Can't believe what happened in today's match!,66,48,65,0,0,Bangalore,2014-03-20,#photography
66847,usr_65389,Can't believe what happened in today's match!,76,39,191,0,0,USA,2019-09-11,
93634,usr_95283,Had a great day at the park today,125,19,988,0,0,New York,2012-10-12,#mondaymotivation
31747,usr_71282,Check this out #viral #trending,60,60,137,0,1,Unknown,2023-02-14,#crypto
24662,usr_46188,RT to win!! #giveaway #free #win,251,44,47,0,1,,2023-06-10,#viral #trending
52899,usr_16299,Can't believe what happened in today's match!,106,41,433,1,0,London,2019-12-26,#mondaymotivation
92614,usr_69621,Traffic is terrible today.,54,17,92,0,0,New York,2014-11-13,#photography
81645,usr_48504,Had a great day at the park today,9,5,1,0,0,Bangalore,2012-05-15,#mondaymotivation
40508,usr_61693,Can't believe what happened in today's match!,61,26,526,0,0,Bangalore,2020-08-12,#cricket
74248,usr_93309,Had a great day at the park today,66,79,877,0,0,,2012-03-08,#tech
18200,usr_59959,Can't believe what happened in today's match!,100,59,91,0,0,London,2017-09-21,#cricket
19963,usr_91741,Just finished reading an amazing book.,124,27,256,1,0,,2015-09-03,
15220,usr_89195,Can't believe what happened in today's match!,92,42,620,0,0,New York,2020-11-07,#photography
79391,usr_38887,Traffic is terrible today.,25,68,1,0,0,Tokyo,2017-04-17,#mondaymotivation
27507,usr_18692,Can't believe what happened in today's match!,1,40,227,0,0,Mumbai,2014-11-20,
24293,usr_29968,Buy cheap followers now! Link in bio.,125,1,38,0,1,Earth,2020-04-15,#viral #trending
17328,usr_25159,Had a great day at the park today,117,37,1048,0,0,Tokyo,2015-06-27,#food
31679,usr_34759,Just finished reading an amazing book.,1,35,372,0,0,Bangalore,2015-10-16,#food
71122,usr_16785,Traffic is terrible today.,1,39,861,0,0,Tokyo,2015-08-19,#cricket
26341,usr_54186,Check this out #viral #trending,211,53,119,0,1,Earth,2021-03-20,
98696,usr_79922,Follow me for follow back! #followback #follow,101,172,118,0,1,Worldwide,2023-05-21,
66436,usr_22254,Had a great day at the park today,94,20,1,0,0,,2016-06-04,
32050,usr_30667,Can't believe what happened in today's match!,3,61,1100,0,0,USA,2011-08-29,#cricket
11610,usr_79339,Making chai at midnight is peak productivity.,102,13,367,0,0,India,2014-08-21,#tech
11504,usr_42426,Buy cheap followers now! Link in bio.,156,72,236,0,1,Earth,2023-12-21,#viral #trending
21506,usr_81732,Check this out #viral #trending,269,65,1,0,1,Earth,2023-07-02,#giveaway #win
21138,usr_74491,Making chai at midnight is peak productivity.,98,15,510,0,0,New York,2018-12-26,
69473,usr_26033,RT to win!! #giveaway #free #win,292,125,43,0,1,Earth,2019-10-04,#followback #f4f
87356,usr_61417,RT to win!! #giveaway #free #win,31,69,240,0,1,Unknown,2024-04-23,#giveaway #win
54587,usr_57943,Follow me for follow back! #followback #follow,211,88,176,0,1,Earth,2020-09-29,#giveaway #win
90746,usr_57656,Had a great day at the park today,62,66,888,0,0,New York,2018-10-08,#food
67424,usr_35891,Check this out #viral #trending,110,111,122,0,1,Unknown,2020-12-23,
97442,usr_75089,Check this out #viral #trending,60,48,25,0,1,Worldwide,2022-12-05,#crypto
51507,usr_68632,Making chai at midnight is peak productivity.,21,1,695,0,0,Mumbai,2010-03-07,#photography
68447,usr_11215,Follow me for follow back! #followback #follow,119,1,1,0,1,Worldwide,2020-07-28,#crypto
18300,usr_52539,Just finished reading an amazing book.,108,48,1,1,0,Mumbai,2015-07-14,#tech
23256,usr_42339,Follow me for follow back! #followback #follow,248,93,1,0,1,Worldwide,2020-06-27,#giveaway #win
68515,usr_24519,Just finished reading an amazing book.,1,2,693,0,0,,2011-03-15,#food
64238,usr_23875,Had a great day at the park today,120,38,107,0,0,New York,2019-05-19,#cricket
19099,usr_95426,Check this out #viral #trending,5,1,146,0,1,Earth,2023-09-01,#crypto
82733,usr_30206,Had a great day at the park today,1,1,522,0,0,London,2018-08-19,#photography
74349,usr_66093,Traffic is terrible today.,45,1,974,0,0,,2011-06-04,#mondaymotivation
58177,usr_57173,Making chai at midnight is peak productivity.,125,51,1,0,0,New York,2017-11-11,#cricket
16630,usr_45370,Follow me for follow back! #followback #follow,1,22,151,0,1,Unknown,2021-06-30,#viral #trending
67595,usr_92564,Follow me for follow back! #followback #follow,262,150,86,0,1,,2020-01-26,
84572,usr_91694,Making chai at midnight is peak productivity.,17,72,1,0,0,,2010-06-26,#mondaymotivation
12192,usr_50567,Can't believe what happened in today's match!,18,38,382,1,0,New York,2015-10-31,#photography
78951,usr_50541,Buy cheap followers now! Link in bio.,72,29,8,0,1,Worldwide,2020-09-06,#giveaway #win
45093,usr_51383,Buy cheap followers now! Link in bio.,82,50,1,0,1,Earth,2024-10-16,
71112,usr_62439,Just finished reading an amazing book.,74,38,1075,0,0,Bangalore,2015-11-07,#photography
99514,usr_63860,Just finished reading an amazing book.,123,20,310,0,0,Bangalore,2012-06-30,
58864,usr_64106,Had a great day at the park today,137,30,333,0,0,Tokyo,2015-04-20,#photography
39937,usr_59827,Making chai at midnight is peak productivity.,69,30,1302,0,0,Tokyo,2012-04-23,#cricket
98777,usr_63961,RT to win!! #giveaway #free #win,294,141,140,0,1,Earth,2022-08-29,#crypto
95191,usr_11647,Follow me for follow back! #followback #follow,132,73,130,0,1,Earth,2022-08-02,#giveaway #win
87580,usr_11031,RT to win!! #giveaway #free #win,110,26,51,0,1,Unknown,2021-11-12,#giveaway #win
42534,usr_50736,Just finished reading an amazing book.,132,36,260,0,0,,2018-02-14,#mondaymotivation
33260,usr_83536,Traffic is terrible today.,91,26,714,0,0,India,2013-09-07,#tech
90335,usr_52226,Can't believe what happened in today's match!,78,44,1275,0,0,Bangalore,2019-02-23,
88964,usr_59873,Buy cheap followers now! Link in bio.,168,1,39,0,1,,2020-01-16,#viral #trending
86931,usr_10404,Check this out #viral #trending,111,31,102,1,1,Unknown,2020-07-22,#followback #f4f
50135,usr_62789,Buy cheap followers now! Link in bio.,198,106,87,0,1,Unknown,2021-12-16,
79946,usr_94565,Making chai at midnight is peak productivity.,26,11,473,1,0,,2013-05-03,#mondaymotivation
18450,usr_65376,Just finished reading an amazing book.,67,73,983,0,0,Bangalore,2010-01-26,#tech
26769,usr_72128,Can't believe what happened in today's match!,39,16,375,0,0,Bangalore,2014-05-21,#food
38707,usr_43897,Just finished reading an amazing book.,19,37,377,0,0,London,2015-05-22,
11658,usr_26395,Buy cheap followers now! Link in bio.,134,76,129,0,1,,2021-02-20,#followback #f4f
20363,usr_20953,Traffic is terrible today.,191,1,317,0,0,USA,2016-01-11,#cricket
89829,usr_45153,Can't believe what happened in today's match!,1,33,702,0,0,New York,2020-02-11,
69113,usr_11653,Just finished reading an amazing book.,7,37,755,0,0,Mumbai,2018-12-26,#cricket
15399,usr_44275,Follow me for follow back! #followback #follow,216,26,44,0,1,,2023-06-06,#viral #trending
92478,usr_24770,RT to win!! #giveaway #free #win,192,123,1,0,1,Unknown,2020-03-13,#viral #trending
45197,usr_20899,Can't believe what happened in today's match!,139,13,408,0,0,Mumbai,2020-01-06,#cricket
10235,usr_17910,Traffic is terrible today.,69,47,662,0,0,Tokyo,2016-02-09,#food
78494,usr_19556,Buy cheap followers now! Link in bio.,143,1,131,0,1,Unknown,2020-01-27,#crypto
42536,usr_84072,Making chai at midnight is peak productivity.,46,36,188,0,0,Bangalore,2013-11-30,#photography
78021,usr_85514,Follow me for follow back! #followback #follow,1,119,250,0,1,,2022-03-25,#crypto
31873,usr_85025,Traffic is terrible today.,84,38,1183,1,0,India,2020-05-10,#food
47409,usr_56340,Check this out #viral #trending,176,106,1,0,1,Worldwide,2020-09-13,#followback #f4f
17144,usr_75562,Had a great day at the park today,47,50,939,0,0,London,2013-07-01,
78712,usr_48989,Check this out #viral #trending,188,72,261,0,1,,2020-05-06,#giveaway #win
36201,usr_90367,Had a great day at the park today,68,51,563,1,0,India,2012-06-14,
54597,usr_75820,Check this out #viral #trending,210,39,258,0,1,Worldwide,2020-11-10,
89076,usr_50541,Traffic is terrible today.,119,13,232,0,0,Bangalore,2019-05-23,#tech
47777,usr_68194,RT to win!! #giveaway #free #win,174,88,1,0,1,,2019-07-19,#crypto
78676,usr_37719,Buy cheap followers now! Link in bio.,160,187,1,0,1,Earth,2024-09-23,
25012,usr_13784,Follow me for follow back! #followback #follow,365,8,198,0,1,Unknown,2024-05-19,#crypto
16564,usr_29864,Making chai at midnight is peak productivity.,83,39,912,0,0,Tokyo,2011-10-07,#photography
33992,usr_83246,Just finished reading an amazing book.,121,85,1134,0,0,New York,2019-10-23,#cricket
67176,usr_66895,RT to win!! #giveaway #free #win,192,43,224,0,1,Unknown,2019-08-22,#followback #f4f
76402,usr_65549,Making chai at midnight is peak productivity.,111,63,954,0,0,Mumbai,2016-02-08,#cricket
12050,usr_89332,Can't believe what happened in today's match!,120,13,151,1,0,Mumbai,2020-12-19,#cricket
28367,usr_18558,Making chai at midnight is peak productivity.,64,5,205,0,0,India,2013-11-25,#food
69638,usr_53934,Follow me for follow back! #followback #follow,176,97,263,0,1,Worldwide,2020-10-26,#viral #trending
49221,usr_64085,Check this out #viral #trending,156,168,206,1,1,,2024-07-10,#crypto
72518,usr_91915,RT to win!! #giveaway #free #win,94,92,82,0,1,Unknown,2021-01-09,#followback #f4f
71086,usr_51393,Making chai at midnight is peak productivity.,43,12,136,0,0,,2012-08-10,
94717,usr_93835,RT to win!! #giveaway #free #win,207,119,23,0,1,Earth,2020-06-28,#giveaway #win
72180,usr_58780,Traffic is terrible today.,75,31,540,0,0,Mumbai,2013-05-18,#cricket
53309,usr_30079,RT to win!! #giveaway #free #win,108,91,118,0,1,Unknown,2023-12-31,
76954,usr_45808,Making chai at midnight is peak productivity.,1,17,902,0,0,Bangalore,2018-01-21,
68926,usr_92639,Just finished reading an amazing book.,29,63,56,0,0,USA,2016-01-26,#tech
16590,usr_77681,RT to win!! #giveaway #free #win,225,75,1,0,1,Worldwide,2023-08-08,#giveaway #win
17552,usr_31782,Had a great day at the park today,56,28,1079,0,0,USA,2018-01-02,#photography
60014,usr_47829,Just finished reading an amazing book.,1,46,495,0,0,New York,2018-08-23,#cricket
67560,usr_81568,Follow me for follow back! #followback #follow,176,83,138,0,1,Earth,2021-03-16,#giveaway #win
29769,usr_52006,Check this out #viral #trending,171,69,147,0,1,,2019-07-04,#viral #trending
48248,usr_12702,Traffic is terrible today.,36,47,878,0,0,USA,2015-10-27,
57294,usr_43923,Traffic is terrible today.,141,63,314,0,0,USA,2018-05-27,#mondaymotivation
63516,usr_17165,RT to win!! #giveaway #free #win,113,30,36,0,1,Earth,2023-10-04,#viral #trending
47346,usr_84447,Check this out #viral #trending,432,91,36,0,1,Worldwide,2020-06-16,#giveaway #win
91922,usr_99277,Check this out #viral #trending,198,2,12,0,1,,2021-05-28,#followback #f4f
77271,usr_43357,Check this out #viral #trending,77,48,90,0,1,,2021-02-28,
94343,usr_33332,Check this out #viral #trending,264,94,1,0,1,Earth,2024-03-24,#giveaway #win
69796,usr_49344,Making chai at midnight is peak productivity.,87,23,397,0,0,Bangalore,2013-10-28,
14696,usr_38519,Making chai at midnight is peak productivity.,9,72,641,0,0,India,2018-05-25,#photography
83956,usr_22006,Traffic is terrible today.,186,21,920,0,0,Bangalore,2020-04-28,#mondaymotivation
39041,usr_16741,RT to win!! #giveaway #free #win,216,48,149,0,1,Unknown,2024-11-18,
18799,usr_46105,Check this out #viral #trending,167,83,1,0,1,Unknown,2023-05-25,#crypto
16377,usr_72396,Follow me for follow back! #followback #follow,12,92,90,0,1,Worldwide,2024-07-21,
23446,usr_61813,Follow me for follow back! #followback #follow,280,1,2,0,1,,2020-07-26,
87276,usr_94832,Just finished reading an amazing book.,78,1,318,0,0,,2011-11-17,
20345,usr_13332,RT to win!! #giveaway #free #win,174,43,30,0,1,Worldwide,2023-04-08,#followback #f4f
66333,usr_11386,Check this out #viral #trending,114,144,126,0,1,,2019-10-06,#followback #f4f
40735,usr_51229,Buy cheap followers now! Link in bio.,2,33,1,0,1,Unknown,2023-12-18,#crypto
79066,usr_45456,RT to win!! #giveaway #free #win,163,28,175,0,1,,2020-03-02,#followback #f4f
67619,usr_63188,Follow me for follow back! #followback #follow,1,56,13,0,1,Unknown,2024-03-01,#crypto
63227,usr_93453,Check this out #viral #trending,252,110,78,0,1,Unknown,2020-09-19,#crypto
54280,usr_99839,Had a great day at the park today,72,75,1,0,0,,2019-08-18,#cricket
21188,usr_32417,RT to win!! #giveaway #free #win,157,41,116,0,1,Worldwide,2022-11-24,#giveaway #win
15130,usr_40423,Check this out #viral #trending,37,73,132,0,1,Earth,2024-05-06,
36143,usr_65478,Check this out #viral #trending,147,86,231,0,1,,2019-09-03,#followback #f4f
80453,usr_22099,Making chai at midnight is peak productivity.,67,22,973,0,0,Mumbai,2010-01-09,
98346,usr_81368,Can't believe what happened in today's match!,152,36,617,0,0,,2017-05-31,#food
44973,usr_93858,Check this out #viral #trending,121,1,121,0,1,Earth,2022-11-23,#crypto
26728,usr_65545,Buy cheap followers now! Link in bio.,172,167,157,0,1,Worldwide,2022-02-11,#viral #trending
57823,usr_12049,Buy cheap followers now! Link in bio.,71,4,161,0,1,,2023-04-14,#giveaway #win
51662,usr_12472,Making chai at midnight is peak productivity.,64,27,1468,0,0,Bangalore,2011-11-20,#food
65302,usr_37532,Buy cheap followers now! Link in bio.,140,64,1,0,1,Earth,2021-05-17,#crypto
40671,usr_55364,RT to win!! #giveaway #free #win,59,60,119,0,1,Unknown,2020-11-08,#crypto
97910,usr_44066,Making chai at midnight is peak productivity.,108,61,462,0,0,Tokyo,2016-09-21,#cricket
82924,usr_33267,Check this out #viral #trending,206,146,178,0,1,Earth,2019-11-12,#viral #trending
87550,usr_83719,Making chai at midnight is peak productivity.,11,23,1071,0,0,Delhi,2011-02-27,#photography
75803,usr_15624,Just finished reading an amazing book.,10,4,498,0,0,London,2016-05-10,
15683,usr_32670,RT to win!! #giveaway #free #win,217,81,255,0,1,Earth,2023-05-29,#followback #f4f
33969,usr_85011,Can't believe what happened in today's match!,53,1,486,0,0,New York,2016-06-19,#food
96947,usr_54368,Making chai at midnight is peak productivity.,60,25,274,0,0,Mumbai,2013-11-05,#mondaymotivation
89415,usr_13402,Follow me for follow back! #followback #follow,75,1,104,0,1,,2023-06-03,#giveaway #win
96275,usr_64797,Check this out #viral #trending,283,18,215,0,1,Earth,2019-07-14,#viral #trending
12733,usr_26675,Check this out #viral #trending,161,123,1,0,1,Worldwide,2020-08-24,
